 Extracted on 13-Apr-2025 Mark Ohman lab SIO 
Station values of  bryozoan_larvae  Day + Night Line 80 and Line 90 All Cruises
Cruise,Station,Line,"Cruise mid-date","Station date","Local time (PST)","Day or Night","Abundance (No. per m2)","Estimated C Biomass (mgC m-2)"
"201711SR","   80.00","   90.00","2017-11-16","2017-11-13","16:30",Day,"  887.01","    0.91"
"201711SR","   70.00","   90.00","2017-11-16","2017-11-13",22:34,Night," 4947.50",    4.78
"201711SR","   90.00","   90.00","2017-11-16","2017-11-13","10:38",Day,"    0.00","    0.00"
"201711SR","   35.00","   90.00","2017-11-16","2017-11-14","22:07",Night," 3011.62",    2.34
"201711SR","   60.00","   90.00","2017-11-16","2017-11-14","05:03",Night," 2033.13","    2.04"
"201711SR","   53.00","   90.00","2017-11-16","2017-11-14","10:16",Day, 2222.22,    2.16
"201711SR","   37.00","   90.00","2017-11-16","2017-11-14",18:51,Night, 1397.66,"    1.50"
"201711SR","   30.00","   90.00","2017-11-16","2017-11-15","02:35",Night,  476.87,"    0.54"
"201711SR","   28.00","   90.00","2017-11-16","2017-11-15","07:16",Day,  923.97,"    0.71"
"201711SR","   51.00","   80.00","2017-11-16","2017-11-17","20:59",Night, 1742.29,    1.69
"201711SR","   80.00","   80.00","2017-11-16","2017-11-18",15:27,Day," 1702.03",    1.77
"201711SR","   60.00","   80.00","2017-11-16","2017-11-18","03:09",Night, 6357.62,"    7.02"
"201711SR","   70.00","   80.00","2017-11-16","2017-11-18","09:02",Day," 3211.01",    3.85
"201711SR","   90.00","   80.00","2017-11-16","2017-11-18",21:42,Night, 4358.59,    4.52
"201711SR","  100.00","   80.00","2017-11-16","2017-11-19","03:58",Night,  188.54,"    0.20"
"201711SR","   55.00","   80.00","2017-11-16","2017-11-20","00:04",Night," 4820.06",    5.38
"201802SH","   28.00","   90.00","2018-02-05","2018-02-01",19:59,Night, 4249.58,    3.77
"201802SH","   30.00","   90.00","2018-02-05","2018-02-01",22:54,Night, 1545.13,"    1.60"
"201802SH","   53.00","   90.00","2018-02-05","2018-02-02",16:12,Day,"  201.51","    0.19"
"201802SH","   45.00","   90.00","2018-02-05","2018-02-02","11:06",Day, 3238.78,    2.56
"201802SH","   37.00","   90.00","2018-02-05","2018-02-02","05:57",Day," 4556.20",    3.79
"201802SH","   35.00","   90.00","2018-02-05","2018-02-02","02:51",Night," 7030.30",    5.51
"201802SH","   60.00","   90.00","2018-02-05","2018-02-02","20:30",Night,"  430.33","    0.56"
"201802SH","  100.00","   90.00","2018-02-05","2018-02-03",18:15,Day,"    0.00","    0.00"
"201802SH","   70.00","   90.00","2018-02-05","2018-02-03","02:03",Night," 3610.92",    3.67
"201802SH","   80.00","   90.00","2018-02-05","2018-02-03","07:36",Day, 1776.11,    1.93
"201802SH","   90.00","   90.00","2018-02-05","2018-02-03","13:07",Day,  442.52,"    0.51"
"201802SH","  100.00","   80.00","2018-02-05","2018-02-07",22:11,Night,"  408.31","    0.42"
"201802SH","   60.00","   80.00","2018-02-05","2018-02-08","20:21",Night, 3526.41,    3.42
"201802SH","   90.00","   80.00","2018-02-05","2018-02-08","03:35",Night, 5577.96,"    5.90"
"201802SH","   80.00","   80.00","2018-02-05","2018-02-08","09:11",Day, 5259.85,    6.23
"201802SH","   70.00","   80.00","2018-02-05","2018-02-08",14:51,Day, 6636.39,"    7.60"
"201802SH","   55.00","   80.00","2018-02-05","2018-02-09","00:31",Night, 1293.62,"    0.92"
"201802SH","   51.00","   80.00","2018-02-05","2018-02-09","04:03",Night,"    0.00","    0.00"
"201804SH","  120.00","   90.00","2018-04-13","2018-04-08",11:33,Day,"  208.52","    0.23"
"201804SH","  110.00","   90.00","2018-04-13","2018-04-08",17:42,Day,  177.44,"    0.18"
"201804SH","   70.00","   90.00","2018-04-13","2018-04-09",18:35,Day,  551.86,"    0.59"
"201804SH","   80.00","   90.00","2018-04-13","2018-04-09",12:56,Day," 1210.00",    1.24
"201804SH","   90.00","   90.00","2018-04-13","2018-04-09","07:09",Day,  551.65,"    0.58"
"201804SH","  100.00","   90.00","2018-04-13","2018-04-09","00:24",Night,  192.18,"    0.21"
"201804SH","   30.00","   90.00","2018-04-13","2018-04-10","23:06",Night," 1450.71",    1.26
"201804SH","   35.00","   90.00","2018-04-13","2018-04-10","19:05",Day," 1026.18",    1.26
"201804SH","   37.00","   90.00","2018-04-13","2018-04-10",16:16,Day,"  404.20","    0.16"
"201804SH","   53.00","   90.00","2018-04-13","2018-04-10","05:19",Day,"  402.74","    0.54"
"201804SH","   60.00","   90.00","2018-04-13","2018-04-10","00:22",Night,  548.55,"    0.75"
"201804SH","   45.00","   90.00","2018-04-13","2018-04-10","10:36",Day, 2514.67,"    3.20"
"201804SH","   28.00","   90.00","2018-04-13","2018-04-11","02:37",Night,  464.63,"    0.63"
"201804SH","   51.00","   80.00","2018-04-13","2018-04-17","17:08",Day,  395.96,"    0.35"
"201804SH","   55.00","   80.00","2018-04-13","2018-04-17","20:24",Night," 4065.69",    4.78
"201804SH","   60.00","   80.00","2018-04-13","2018-04-18","00:33",Night," 1776.30","    0.54"
"201804SH","   70.00","   80.00","2018-04-13","2018-04-18","05:55",Day,"  402.53","    0.66"
"201804SH","   80.00","   80.00","2018-04-13","2018-04-18","05:55",Day," 2560.69",    3.21
"201804SH","   90.00","   80.00","2018-04-13","2018-04-18","18:06",Day,  187.92,"    0.21"
"201804SH","  100.00","   80.00","2018-04-13","2018-04-18",23:41,Night,  191.38,"    0.19"
"201806SR","  110.00","   90.00","2018-06-17","2018-06-12","20:19",Night,"    0.00","    0.00"
"201806SR","  120.00","   90.00","2018-06-17","2018-06-12","13:50",Day,  213.36,"    0.23"
"201806SR","   70.00","   90.00","2018-06-17","2018-06-13",22:25,Night,"  802.49","    0.77"
"201806SR","  100.00","   90.00","2018-06-17","2018-06-13","08:06",Day,  816.72,"    0.74"
"201806SR","   80.00","   90.00","2018-06-17","2018-06-13",15:54,Day,"    0.00","    0.00"
"201806SR","   90.00","   90.00","2018-06-17","2018-06-13","08:06",Day,"  387.40","    0.45"
"201806SR","   60.00","   90.00","2018-06-17","2018-06-14","05:10",Day,"    0.00","    0.00"
"201806SR","   37.00","   90.00","2018-06-17","2018-06-14",21:51,Night," 2379.60",    1.64
"201806SR","   45.00","   90.00","2018-06-17","2018-06-14",15:56,Day,  444.56,"    0.53"
"201806SR","   53.00","   90.00","2018-06-17","2018-06-14","10:32",Day," 1990.05","    2.50"
"201806SR","   35.00","   90.00","2018-06-17","2018-06-15","00:51",Night,  561.65,"    0.26"
"201806SR","   28.00","   90.00","2018-06-17","2018-06-15","08:08",Day,"  690.32","    0.69"
"201806SR","   30.00","   90.00","2018-06-17","2018-06-15","05:15",Day, 3799.83,    4.16
"201806SR","   80.00","   80.00","2018-06-17","2018-06-20",18:33,Day," 1048.95",    1.15
"201806SR","   70.00","   80.00","2018-06-17","2018-06-20","12:08",Day,  663.41,"    0.83"
"201806SR","   55.00","   80.00","2018-06-17","2018-06-20","01:14",Night," 1009.10",    1.42
"201806SR","   90.00","   80.00","2018-06-17","2018-06-21","00:49",Night,"  190.66","    0.20"
"201806SR","  100.00","   80.00","2018-06-17","2018-06-21","06:54",Day,"    0.00","    0.00"
"201806SR","   51.00","   80.00","2018-06-17","2018-06-23","05:53",Day,  653.58,"    0.41"
"201810SR","  120.00","   90.00","2018-10-22","2018-10-17","17:08",Day,"    0.00","    0.00"
"201810SR","  110.00","   90.00","2018-10-22","2018-10-17",23:19,Night," 1065.84",    1.13
"201810SR","   37.00","   90.00","2018-10-22","2018-10-17",23:17,Night, 2696.63,    2.72
"201810SR","   80.00","   90.00","2018-10-22","2018-10-18","18:20",Day, 1153.45,    1.22
"201810SR","   90.00","   90.00","2018-10-22","2018-10-18",13:54,Day, 3387.64,    3.52
"201810SR","  100.00","   90.00","2018-10-22","2018-10-18","05:28",Day," 1510.79",    1.52
"201810SR","   60.00","   90.00","2018-10-22","2018-10-19","06:58",Day, 4769.46,"    5.07"
"201810SR","   70.00","   90.00","2018-10-22","2018-10-19","00:42",Night, 4923.64,"    6.10"
"201810SR","   53.00","   90.00","2018-10-22","2018-10-19",12:22,Day,  844.33,"    0.91"
"201810SR","   45.00","   90.00","2018-10-22","2018-10-19",17:39,Day,11556.69,   12.93
"201810SR","   30.00","   90.00","2018-10-22","2018-10-20","06:15",Day,"12627.03",   11.75
"201810SR","   28.00","   90.00","2018-10-22","2018-10-20","08:57",Day," 8297.10",    7.89
"201810SR","   35.00","   90.00","2018-10-22","2018-10-20","02:08",Night," 7525.00","    8.03"
"201810SR","   80.00","   80.00","2018-10-22","2018-10-25",19:34,Night,  938.13,"    1.06"
"201810SR","   70.00","   80.00","2018-10-22","2018-10-25",13:18,Day, 7656.51,    8.47
"201810SR","   55.00","   80.00","2018-10-22","2018-10-25","02:17",Night," 3109.47",    1.97
"201810SR","   60.00","   80.00","2018-10-22","2018-10-25","05:42",Day, 2947.37,"    3.06"
"201810SR","  100.00","   80.00","2018-10-22","2018-10-26","06:53",Day," 1028.15","    0.99"
"201810SR","   90.00","   80.00","2018-10-22","2018-10-26","01:48",Night,  671.61,"    0.67"
"201810SR","   51.00","   80.00","2018-10-22","2018-10-28","05:15",Night, 4921.54,    3.99
"201902RL","   28.00","   90.00","2019-02-08","2019-02-06",16:41,Day, 4364.29,"    3.04"
"201902RL","   35.00","   90.00","2019-02-08","2019-02-06",23:42,Night," 5300.73",    4.74
"201902RL","   30.00","   90.00","2019-02-08","2019-02-06",19:38,Night," 1034.07","    0.91"
"201902RL","   53.00","   90.00","2019-02-08","2019-02-07",14:21,Day, 1757.16,    1.86
"201902RL","   45.00","   90.00","2019-02-08","2019-02-07","08:26",Day, 3614.12,    3.21
"201902RL","   37.00","   90.00","2019-02-08","2019-02-07","02:44",Night, 6388.12,    5.31
"201902RL","   60.00","   90.00","2019-02-08","2019-02-07",19:25,Night," 6013.74",    6.67
"201902RL","   90.00","   90.00","2019-02-08","2019-02-08","13:03",Day,"  390.24","    0.45"
"201902RL","   80.00","   90.00","2019-02-08","2019-02-08","01:21",Night,  754.55,"    0.92"
"201902RL","  100.00","   90.00","2019-02-08","2019-02-08","19:07",Night,  358.37,"    0.41"
"201902RL","   70.00","   90.00","2019-02-08","2019-02-08","01:21",Night,  788.43,"    0.75"
"201902RL","  100.00","   80.00","2019-02-08","2019-02-09","09:15",Day," 1508.37",    1.43
"201902RL","   90.00","   80.00","2019-02-08","2019-02-09",15:17,Day,  757.11,"    0.68"
"201902RL","   80.00","   80.00","2019-02-08","2019-02-09","21:08",Night, 1469.55,    1.41
"201902RL","   55.00","   80.00","2019-02-08","2019-02-10",13:18,Day, 2489.95,    1.97
"201902RL","   60.00","   80.00","2019-02-08","2019-02-10","08:44",Day, 1229.76,    1.26
"201902RL","   51.00","   80.00","2019-02-08","2019-02-10",16:48,Day,  394.59,"    0.37"
"201902RL","   70.00","   80.00","2019-02-08","2019-02-10","03:15",Night, 1898.46,    1.98
"201904RL","  120.00","   90.00","2019-04-11","2019-04-05",12:49,Day,"    0.00","    0.00"
"201904RL","  110.00","   90.00","2019-04-11","2019-04-05",18:54,Day,"    0.00","    0.00"
"201904RL","   90.00","   90.00","2019-04-11","2019-04-06","06:13",Day,  362.13,"    0.40"
"201904RL","   80.00","   90.00","2019-04-11","2019-04-06","12:20",Day,"    0.00","    0.00"
"201904RL","  100.00","   90.00","2019-04-11","2019-04-06","00:24",Night," 1167.08",    1.26
"201904RL","   70.00","   90.00","2019-04-11","2019-04-06","18:06",Day, 1161.64,"    1.00"
"201904RL","   60.00","   90.00","2019-04-11","2019-04-07","00:06",Night," 8630.64","   10.71"
"201904RL","   53.00","   90.00","2019-04-11","2019-04-07","10:56",Day, 3263.72,"    4.07"
"201904RL","   45.00","   90.00","2019-04-11","2019-04-07","10:56",Day, 1117.97,    1.29
"201904RL","   30.00","   90.00","2019-04-11","2019-04-07",23:39,Night, 1172.88,    1.21
"201904RL","   28.00","   90.00","2019-04-11","2019-04-07","20:08",Night," 1509.10","    1.30"
"201904RL","   37.00","   90.00","2019-04-11","2019-04-08","05:01",Day, 1786.56,"    2.08"
"201904RL","   35.00","   90.00","2019-04-11","2019-04-08","02:17",Night, 3797.52,    4.24
"201904RL","   80.00","   80.00","2019-04-11","2019-04-15",19:25,Day,"  851.60","    0.86"
"201904RL","   60.00","   80.00","2019-04-11","2019-04-15","06:33",Day,"    0.00","    0.00"
"201904RL","   70.00","   80.00","2019-04-11","2019-04-15",13:47,Day,  824.11,"    0.87"
"201904RL","   55.00","   80.00","2019-04-11","2019-04-15","03:33",Night,"    0.00","    0.00"
"201904RL","   90.00","   80.00","2019-04-11","2019-04-16","01:09",Night,"  955.01","    1.04"
"201904RL","   51.00","   80.00","2019-04-11","2019-04-17","11:10",Day,  741.23,"    0.75"
"201907BH","  120.00","   90.00","2019-07-20","2019-07-15","00:49",Night,"    0.00","    0.00"
"201907BH","  110.00","   90.00","2019-07-20","2019-07-15","06:17",Day,  189.23,"    0.15"
"201907BH","   90.00","   90.00","2019-07-20","2019-07-15","20:23",Night,"    0.00","    0.00"
"201907BH","  100.00","   90.00","2019-07-20","2019-07-15","14:01",Day,"    0.00","    0.00"
"201907BH","   60.00","   90.00","2019-07-20","2019-07-16",19:39,Day," 8305.32","   10.42"
"201907BH","   70.00","   90.00","2019-07-20","2019-07-16","11:05",Day,"  408.39","    0.51"
"201907BH","   37.00","   90.00","2019-07-20","2019-07-17",13:48,Day,"    0.00","    0.00"
"201907BH","   45.00","   90.00","2019-07-20","2019-07-17","07:00",Day, 2848.91,    3.73
"201907BH","   53.00","   90.00","2019-07-20","2019-07-17","02:01",Night, 1896.75,    2.44
"201907BH","   28.00","   90.00","2019-07-20","2019-07-17",23:37,Night," 2075.02",    1.86
"201907BH","   30.00","   90.00","2019-07-20","2019-07-17","20:50",Night,  816.61,"    0.75"
"201907BH","   35.00","   90.00","2019-07-20","2019-07-17",16:32,Day,  453.73,"    0.23"
"201907BH","   55.00","   80.00","2019-07-20","2019-07-22","14:03",Day,"  937.70","    0.76"
"201907BH","   60.00","   80.00","2019-07-20","2019-07-22","18:04",Day, 1361.49,    1.49
"201907BH","  100.00","   80.00","2019-07-20","2019-07-23",19:16,Day,  382.27,"    0.42"
"201907BH","   80.00","   80.00","2019-07-20","2019-07-23","06:29",Day,"    0.00","    0.00"
"201907BH","   70.00","   80.00","2019-07-20","2019-07-23","00:06",Night,"    0.00","    0.00"
"201907BH","   90.00","   80.00","2019-07-20","2019-07-23",13:11,Day,"  667.70","    0.89"
"201907BH","   51.00","   80.00","2019-07-20","2019-07-25",13:34,Day," 8509.51",    7.34
"201911OC","  120.00","   90.00","2019-11-11","2019-11-07",13:59,Day,"    0.00","    0.00"
"201911OC","  110.00","   90.00","2019-11-11","2019-11-07",19:39,Night,  232.82,"    0.24"
"201911OC","   70.00","   90.00","2019-11-11","2019-11-08",18:13,Night,14169.74,   16.25
"201911OC","  100.00","   90.00","2019-11-11","2019-11-08","01:14",Night,"    0.00","    0.00"
"201911OC","   90.00","   90.00","2019-11-11","2019-11-08","06:49",Day, 1621.62,    1.71
"201911OC","   80.00","   90.00","2019-11-11","2019-11-08",12:31,Day, 8246.37,    9.24
"201911OC","   37.00","   90.00","2019-11-11","2019-11-09",15:36,Day," 5749.80",    6.12
"201911OC","   35.00","   90.00","2019-11-11","2019-11-09",18:36,Night," 8880.07",    8.95
"201911OC","   30.00","   90.00","2019-11-11","2019-11-09","23:06",Night, 9894.94,    8.94
"201911OC","   45.00","   90.00","2019-11-11","2019-11-09","10:32",Day,"20516.24",   22.33
"201911OC","   53.00","   90.00","2019-11-11","2019-11-09","05:14",Night,25119.13,   27.42
"201911OC","   60.00","   90.00","2019-11-11","2019-11-09","00:22",Night,13264.92,   14.46
"201911OC","   28.00","   90.00","2019-11-11","2019-11-10","01:25",Night,33929.59,   28.26
"201911OC","   80.00","   80.00","2019-11-11","2019-11-15",21:31,Night, 7662.24,    9.22
"201911OC","   60.00","   80.00","2019-11-11","2019-11-15","08:50",Day,"14508.94","   18.09"
"201911OC","   55.00","   80.00","2019-11-11","2019-11-15","05:53",Day, 9125.51,    7.27
"201911OC","   51.00","   80.00","2019-11-11","2019-11-15","02:55",Night," 5316.09","    4.05"
"201911OC","   70.00","   80.00","2019-11-11","2019-11-15","16:00",Day, 5641.67,    6.33
"201911OC","   90.00","   80.00","2019-11-11","2019-11-16","03:02",Night,  511.49,"    0.62"
"202001RL","   90.00","   90.00","2020-01-12","2020-01-08",21:15,Night, 9911.65,"   11.40"
"202001RL","  120.00","   90.00","2020-01-12","2020-01-08","03:09",Night,"    0.00","    0.00"
"202001RL","  110.00","   90.00","2020-01-12","2020-01-08","08:24",Day,"    0.00","    0.00"
"202001RL","  100.00","   90.00","2020-01-12","2020-01-08",15:24,Day, 7966.34,    8.75
"202001RL","   80.00","   90.00","2020-01-12","2020-01-09","03:24",Night, 2667.29,"    3.02"
"202001RL","   60.00","   90.00","2020-01-12","2020-01-09","16:00",Day, 7466.81,    7.71
"202001RL","   70.00","   90.00","2020-01-12","2020-01-09","08:46",Day," 7740.83",    7.74
"202001RL","   37.00","   90.00","2020-01-12","2020-01-10","07:57",Day, 1519.31,"    1.40"
"202001RL","   35.00","   90.00","2020-01-12","2020-01-10","11:05",Day, 5724.91,    5.16
"202001RL","   30.00","   90.00","2020-01-12","2020-01-10",15:54,Day," 6391.07",    4.92
"202001RL","   28.00","   90.00","2020-01-12","2020-01-10","18:40",Night, 3487.67,    2.15
"202001RL","   45.00","   90.00","2020-01-12","2020-01-10","07:57",Day, 1192.85,    1.19
"202001RL","   55.00","   80.00","2020-01-12","2020-01-16",16:59,Day,  896.25,"    0.84"
"202001RL","   60.00","   80.00","2020-01-12","2020-01-16","20:39",Night, 3496.36,    2.16
"202001RL","   51.00","   80.00","2020-01-12","2020-01-16","13:20",Day,  973.88,"    0.50"
"202001RL","   90.00","   80.00","2020-01-12","2020-01-17","14:50",Day," 4607.69",    5.19
"202001RL","   80.00","   80.00","2020-01-12","2020-01-17","07:56",Day,"    0.00","    0.00"
"202001RL","   70.00","   80.00","2020-01-12","2020-01-17","02:48",Night," 4092.40",    4.68
"202001RL","  100.00","   80.00","2020-01-12","2020-01-17","20:24",Night,  959.41,"    0.96"
"202007SR","  120.00","   90.00","2020-07-21","2020-07-16","10:34",Day," 1304.23",    1.53
"202007SR","  100.00","   90.00","2020-07-21","2020-07-16",22:47,Night,"  943.03","    1.04"
"202007SR","  110.00","   90.00","2020-07-21","2020-07-16",16:39,Day,"  410.46","    0.43"
"202007SR","   90.00","   90.00","2020-07-21","2020-07-17","04:48",Day, 1324.22,    1.46
"202007SR","   80.00","   90.00","2020-07-21","2020-07-17","10:32",Day," 1430.60",    1.46
"202007SR","   70.00","   90.00","2020-07-21","2020-07-17",16:25,Day, 2393.84,"    2.07"
"202007SR","   60.00","   90.00","2020-07-21","2020-07-17",22:12,Night,"    0.00","    0.00"
"202007SR","   37.00","   90.00","2020-07-21","2020-07-18","13:05",Day, 4827.59,    4.86
"202007SR","   45.00","   90.00","2020-07-21","2020-07-18","08:14",Day, 2361.54,    1.66
"202007SR","   53.00","   90.00","2020-07-21","2020-07-18","03:18",Night," 5810.74",    4.62
"202007SR","   35.00","   90.00","2020-07-21","2020-07-18",15:35,Day,"    0.00","    0.00"
"202007SR","   28.00","   90.00","2020-07-21","2020-07-18","20:39",Night," 3386.00",    1.97
"202007SR","   30.00","   90.00","2020-07-21","2020-07-18",23:12,Night," 4491.60",    4.65
"202007SR","   70.00","   80.00","2020-07-21","2020-07-23","22:30",Night," 1066.41","    1.10"
"202007SR","   55.00","   80.00","2020-07-21","2020-07-23",12:51,Day, 3968.53,    3.48
"202007SR","   60.00","   80.00","2020-07-21","2020-07-23",16:32,Day,"    0.00","    0.00"
"202007SR","  100.00","   80.00","2020-07-21","2020-07-24",16:16,Day, 1719.78,    1.78
"202007SR","   80.00","   80.00","2020-07-21","2020-07-24","04:14",Night,"    0.00","    0.00"
"202007SR","   90.00","   80.00","2020-07-21","2020-07-24","10:16",Day," 1087.93",    1.17
"202007SR","   51.00","   80.00","2020-07-21","2020-07-26","10:52",Day, 7923.33,    8.39
"202010SR","  120.00","   90.00","2020-10-17","2020-10-14","10:20",Day,"  408.66","    0.48"
"202010SR","  110.00","   90.00","2020-10-17","2020-10-14",16:41,Day,  241.27,"    0.14"
"202010SR","  100.00","   90.00","2020-10-17","2020-10-14",22:59,Night, 1339.63,    1.72
"202010SR","   90.00","   90.00","2020-10-17","2020-10-15","04:54",Night," 1060.61","    0.97"
"202010SR","   60.00","   90.00","2020-10-17","2020-10-15",22:12,Night, 1559.79,    1.67
"202010SR","   70.00","   90.00","2020-10-17","2020-10-15",16:27,Day, 1871.66,    2.34
"202010SR","   80.00","   90.00","2020-10-17","2020-10-15","10:50",Day,"  204.88","    0.19"
"202010SR","   28.00","   90.00","2020-10-17","2020-10-16","22:09",Night,"    0.00","    0.00"
"202010SR","   35.00","   90.00","2020-10-17","2020-10-16",15:11,Day,"    0.00","    0.00"
"202010SR","   30.00","   90.00","2020-10-17","2020-10-16",18:56,Night,  555.67,"    0.25"
"202010SR","   37.00","   90.00","2020-10-17","2020-10-16",12:36,Day," 3452.05",    3.54
"202010SR","   45.00","   90.00","2020-10-17","2020-10-16","07:59",Day, 5249.69,    4.94
"202010SR","   53.00","   90.00","2020-10-17","2020-10-16","03:04",Night, 5365.36,"    4.08"
"202010SR","  100.00","   80.00","2020-10-17","2020-10-19",18:56,Night,  531.45,"    0.51"
"202010SR","   55.00","   80.00","2020-10-17","2020-10-20",22:27,Night, 4796.95,    4.51
"202010SR","   90.00","   80.00","2020-10-17","2020-10-20","00:49",Night," 4055.76",    3.78
"202010SR","   80.00","   80.00","2020-10-17","2020-10-20","06:42",Day," 1938.01","    1.80"
"202010SR","   70.00","   80.00","2020-10-17","2020-10-20","12:40",Day, 1371.12,    1.81
"202010SR","   60.00","   80.00","2020-10-17","2020-10-20",18:31,Night, 1754.39,"    2.07"
"202010SR","   51.00","   80.00","2020-10-17","2020-10-21","01:30",Night, 2594.96,    1.42
"202101RL","  120.00","   90.00","2021-01-25","2021-01-19","05:08",Night,"    0.00","    0.00"
"202101RL","   90.00","   90.00","2021-01-25","2021-01-20",16:34,Day,"    0.00","    0.00"
"202101RL","   80.00","   90.00","2021-01-25","2021-01-20",23:39,Night," 1837.09",    2.21
"202101RL","  100.00","   90.00","2021-01-25","2021-01-20","08:51",Day,  477.16,"    0.57"
"202101RL","   70.00","   90.00","2021-01-25","2021-01-21","06:04",Night,  896.59,"    1.06"
"202101RL","   60.00","   90.00","2021-01-25","2021-01-21",14:19,Day,  769.65,"    0.58"
"202101RL","   53.00","   90.00","2021-01-25","2021-01-21",19:18,Night," 3007.77",    3.34
"202101RL","   45.00","   90.00","2021-01-25","2021-01-22","00:38",Night,"14288.05",   15.65
"202101RL","   30.00","   90.00","2021-01-25","2021-01-22",13:52,Day, 1219.31,"    0.70"
"202101RL","   35.00","   90.00","2021-01-25","2021-01-22","09:29",Day, 3421.72,    3.85
"202101RL","   28.00","   90.00","2021-01-25","2021-01-22",19:36,Night,12538.94,"   10.74"
"202101RL","   37.00","   90.00","2021-01-25","2021-01-22","06:15",Day,12624.14,   13.33
"202101RL","   51.00","   80.00","2021-01-25","2021-01-30","07:47",Day,"  485.40","    0.71"
"202101RL","   55.00","   80.00","2021-01-25","2021-01-30",18:54,Night, 1491.26,"    0.88"
"202101RL","   60.00","   80.00","2021-01-25","2021-01-30",22:39,Night," 2018.75",    2.45
"202101RL","   70.00","   80.00","2021-01-25","2021-01-31","04:12",Night," 6047.59",    6.68
"202101RL","   80.00","   80.00","2021-01-25","2021-01-31","10:11",Day," 2404.21","    3.07"
"202101RL","   90.00","   80.00","2021-01-25","2021-01-31","16:05",Day,  751.25,"    0.87"
"202101RL","  100.00","   80.00","2021-01-25","2021-01-31",21:33,Night,"  450.85","    0.50"
"202105SH","  100.00","   90.00","2021-05-09","2021-05-06","18:00",Day,"    0.00","    0.00"
"202105SH","   60.00","   90.00","2021-05-09","2021-05-07","20:15",Night, 1226.18,    1.32
"202105SH","   70.00","   90.00","2021-05-09","2021-05-07",12:51,Day, 1256.17,    1.66
"202105SH","   80.00","   90.00","2021-05-09","2021-05-07","06:54",Day,"  606.73","    0.59"
"202105SH","   90.00","   90.00","2021-05-09","2021-05-07","00:13",Night,  541.39,"    0.44"
"202105SH","   30.00","   90.00","2021-05-09","2021-05-08","20:41",Night, 1485.41,    1.49
"202105SH","   37.00","   90.00","2021-05-09","2021-05-08",13:32,Day, 1383.31,    1.27
"202105SH","   53.00","   90.00","2021-05-09","2021-05-08","02:28",Night, 1191.77,    2.97
"202105SH","   45.00","   90.00","2021-05-09","2021-05-08","08:39",Day,"    0.00","    0.00"
"202105SH","   35.00","   90.00","2021-05-09","2021-05-08",16:43,Day,"    0.00","    0.00"
"202105SH","   28.00","   90.00","2021-05-09","2021-05-08",23:19,Night," 4079.61",    3.61
"202105SH","   80.00","   80.00","2021-05-09","2021-05-11",21:45,Night,  689.97,"    0.75"
"202105SH","   90.00","   80.00","2021-05-09","2021-05-11",15:56,Day,"    0.00","    0.00"
"202105SH","  100.00","   80.00","2021-05-09","2021-05-11","10:14",Day,"    0.00","    0.00"
"202105SH","   51.00","   80.00","2021-05-09","2021-05-12",16:34,Day, 2493.51,    3.37
"202105SH","   60.00","   80.00","2021-05-09","2021-05-12","09:08",Day,"    0.00","    0.00"
"202105SH","   55.00","   80.00","2021-05-09","2021-05-12","13:00",Day,"    0.00","    0.00"
"202105SH","   70.00","   80.00","2021-05-09","2021-05-12","03:29",Night,"    0.00","    0.00"
"202107SR","  100.00","   90.00","2021-07-26","2021-07-22",19:59,Day,"  958.09","    0.81"
"202107SR","  120.00","   90.00","2021-07-26","2021-07-22","06:47",Day,"    0.00","    0.00"
"202107SR","  110.00","   90.00","2021-07-26","2021-07-22",13:12,Day,   39.84,"    0.02"
"202107SR","   90.00","   90.00","2021-07-26","2021-07-23","02:35",Night,"  399.05","    0.56"
"202107SR","   80.00","   90.00","2021-07-26","2021-07-23","07:52",Day, 2281.48,    2.39
"202107SR","   70.00","   90.00","2021-07-26","2021-07-23",15:38,Day,"    0.00","    0.00"
"202107SR","   60.00","   90.00","2021-07-26","2021-07-23","22:03",Night,  896.48,"    1.01"
"202107SR","   53.00","   90.00","2021-07-26","2021-07-24","03:26",Night," 2084.88",    2.19
"202107SR","   37.00","   90.00","2021-07-26","2021-07-24",14:32,Day," 7039.07",    6.38
"202107SR","   35.00","   90.00","2021-07-26","2021-07-24",17:32,Day, 9649.63,    7.23
"202107SR","   30.00","   90.00","2021-07-26","2021-07-24","21:04",Night, 4957.32,    5.93
"202107SR","   45.00","   90.00","2021-07-26","2021-07-24","07:34",Day," 1036.01","    0.59"
"202107SR","   28.00","   90.00","2021-07-26","2021-07-25","00:13",Night, 1996.39,    2.23
"202107SR","   60.00","   80.00","2021-07-26","2021-07-29",22:36,Night, 3333.33,    2.23
"202107SR","   55.00","   80.00","2021-07-26","2021-07-29","19:03",Day,  141.89,"    0.06"
"202107SR","   51.00","   80.00","2021-07-26","2021-07-29",15:17,Day,"10642.97",    8.85
"202107SR","   70.00","   80.00","2021-07-26","2021-07-30","04:56",Day,"    0.00","    0.00"
"202107SR","   80.00","   80.00","2021-07-26","2021-07-30","11:05",Day,"    0.00","    0.00"
"202107SR","   90.00","   80.00","2021-07-26","2021-07-30","17:03",Day,"    0.00","    0.00"
"202107SR","  100.00","   80.00","2021-07-26","2021-07-30","23:01",Night,"    0.00","    0.00"
"202111SR","  100.00","   90.00","2021-11-08","2021-11-03","23:08",Night,"    0.00","    0.00"
